X1	Y1	P1	X2	Y2	P2
212.45	206.53	200.22	194.60	189.32	184.02
179.41	175.46	170.16	165.48	161.02	156.33
154.29	154.07	154.08	154.04	154.09	154.12
154.05	153.82	155.10	157.37	160.29	164.19
169.33	173.03	175.93	178.70	181.50	184.04
186.27	187.83	190.23	192.18	191.92	188.90
186.25	187.22	189.41	193.91	197.62	204.05
211.06	216.13	219.19	221.20	223.22	225.05
226.74	226.13	224.86	224.27	222.84	223.56
223.80	224.77	226.22	227.36	229.30	232.90
240.30	246.51	252.41	256.48	259.35	261.32
263.35	264.86	266.01	267.36	268.16	268.98
270.52	271.60	273.00	273.90	275.86	280.62
285.87	292.01	297.02	304.76	313.79	324.89
336.52	349.12	361.61	374.54	386.92	400.05
412.65	425.88	437.94	449.46	460.92	470.63
479.35	487.41	495.96	503.85	513.65	522.07
530.83	539.44	551.07	562.49	571.77	581.22
589.47	598.88	607.21	614.05	619.95	626.16
632.17	638.70	643.76	649.77	654.41	659.34
664.57	668.38	673.72	678.23	681.59	684.39
686.70	688.36	688.98	690.95	693.37	696.28
699.25	701.45	703.20	704.76	706.98	710.19
714.66	719.13	724.54	728.83	733.07	737.28
742.16	746.77	751.45	756.36	760.29	764.06
768.07	771.46	775.13	778.80	784.16	788.57
793.44	797.33	801.61	805.48	808.95	812.29
815.64	819.24	822.74	827.40	831.81	835.82
839.39	844.18	848.04	851.59	854.23	858.88
862.32	867.58	871.43	875.14	879.07	882.45
886.34	889.54	892.98	895.83	898.61	901.38
904.10	906.32	907.48	907.94	908.14	908.38
907.86	907.34	906.40	905.78	905.19	903.97
902.64	901.86	899.72	895.94	892.03	889.29
887.11	884.29	881.67	879.65	877.30	873.49
870.81	868.53	866.11	863.46	861.96	859.76
857.23	855.02	851.46	848.57	846.59	843.75
840.41	838.16	835.26	831.52	827.88	824.88
820.88	816.84	813.65	811.60	810.19	808.26
805.27	802.38	798.89	795.62	794.37	792.96
791.91	791.63	793.23	794.13	795.04	795.95
796.92	798.87	801.50	804.47	806.17	808.56
810.95	813.66	815.17	817.72	819.78	822.12
823.89	825.55	827.97	829.43	830.97	832.61
834.76	835.59	837.73	838.53	838.57	838.18
837.94	837.94	837.90	837.72	837.70	837.71
837.63	837.56	837.32	837.32	837.24	837.12
836.88	836.77	836.64	838.00	839.00	841.20
843.40	845.61	847.81	850.01	852.21	854.41
856.62	858.68	863.74	868.70	873.07	877.47
882.11	886.74	891.37	896.01	900.64	905.28
909.91	914.55	919.23	923.57	926.55	929.67
931.92	934.13	935.71	936.60	937.37	936.90
936.97	937.03	937.10	938.35	937.23	937.30
937.36	936.55	936.34	935.84	935.42	934.77
934.20	933.93	933.75	933.61	932.77	932.99
932.95	932.91	932.40	932.21	933.48	935.22
936.95	938.68	941.96	941.58	945.47	949.84
948.94	946.58	943.13	941.02	940.41	939.51
937.35	935.45	934.10	933.79	933.86	934.40
934.36	931.78	930.16	929.03	926.81	924.66
923.42	921.22	919.03	917.13	915.20	912.49
909.46	907.30	904.97	902.75	900.84	899.21
897.79	896.23	894.44	892.89	891.29	889.26
887.98	886.99	885.66	884.28	883.14	882.43
881.73	881.34	880.69	879.98	879.33	878.55
877.69	876.71	876.34	875.50	872.93	870.61
868.29	864.58	858.57	854.27	849.97	845.67
841.37	837.07	833.61	830.18	826.60	823.42
820.85	818.31	815.75	814.35	813.08	811.06
809.07	807.19	804.54	801.26	798.28	795.66
792.50	789.37	786.62	784.33	781.46	776.82
772.39	768.54	764.57	760.85	758.70	755.27
751.90	748.97	746.06	743.49	741.02	738.61
736.88	735.28	733.75	732.23	730.71	729.18
727.66	728.60	729.53	730.47	731.40	732.34
733.85	735.54	736.30	737.17	738.14	739.10
739.98	740.53	741.21	741.79	742.22	742.79
741.93	739.90	736.77	732.47	728.27	724.41
720.53	717.41	713.86	710.74	707.99	703.34
698.43	692.98	687.28	681.62	676.92	671.51
667.42	662.87	658.80	654.92	651.55	647.80
643.91	640.97	637.82	635.29	632.26	630.17
627.51	625.80	623.94	621.74	619.24	617.00
615.82	614.75	613.56	612.98	612.33	611.83
611.21	610.64	610.11	609.84	609.46	608.04
605.15	602.35	599.54	596.73	593.92	591.12
588.31	585.50	582.69	579.89	576.19	574.72
572.86	571.02	569.69	568.40	566.80	565.71
564.45	562.79	561.87	560.58	559.27	558.24
557.24	555.93	554.79	553.62	552.43	551.81
551.00	548.39	545.66	543.16	540.98	539.42
537.01	536.35	534.42	532.54	531.21	529.58
528.43	526.97	525.63	524.03	522.66	521.35
520.01	518.77	517.62	516.50	515.48	514.50
513.44	512.47	511.48	510.89	509.69	507.71
504.83	502.30	500.45	498.58	497.24	495.88
494.60	493.45	492.25	491.11	490.17	489.35
488.43	487.54	486.64	485.69	484.76	483.84
482.98	482.53	481.99	481.31	480.57	479.59
478.98	478.11	477.55	477.10	476.48	476.02
475.55	475.19	475.04	480.27	502.82	523.02
539.73	549.03	546.31	539.09	531.80	524.70
518.62	512.73	507.36	502.04	496.69	492.06
487.20	483.08	478.09	474.09	468.15	462.01
456.26	450.59	444.85	440.12	434.30	412.04
397.48	392.36	390.28	389.11	388.32	387.92
387.68	387.90	388.69	393.10	399.54	405.63
411.52	417.15	422.55	427.74	432.53	437.30
442.28	446.90	451.01	454.92	459.34	463.01
466.73	470.53	473.82	476.89	482.42	491.98
503.67	515.88	528.87	540.60	552.08	563.49
573.19	583.12	591.59	598.98	608.11	617.02
626.64	635.56	643.76	651.23	658.12	664.53
670.87	676.23	681.56	687.11	691.97	696.00
700.94	705.18	708.23	712.59	716.27	719.99
724.19	727.71	730.83	733.28	735.68	737.67
738.62	741.44	743.75	746.87	749.86	752.46
756.96	760.55	764.45	768.63	771.59	774.29
776.86	779.18	781.18	783.15	785.09	786.76
788.32	789.93	791.52	792.86	794.19	795.37
796.55	797.54	798.53	799.65	800.56	801.40
802.29	803.19	803.95	804.52	805.09	805.77
806.32	806.83	807.32	807.96	808.30	808.72
809.06	809.26	809.88	810.09	810.23	811.07
812.21	813.18	814.17	815.03	815.95	816.73
817.41	817.87	818.15	818.53	819.19	819.35
819.46	819.53	819.48	818.88	817.01	814.86
812.09	809.19	806.73	804.53	800.16	794.41
788.15	784.09	779.75	775.86	771.59	767.65
764.47	761.03	758.26	755.17	752.73	750.55
747.03	746.44	746.48	747.69	748.78	749.59
749.94	750.14	749.48	748.88	748.05	747.35
745.58	741.46	737.34	733.22	729.10	724.98
720.86	716.74	712.62	708.50	704.38	700.29
695.96	691.87	687.66	683.88	680.04	676.51
672.63	669.30	666.26	663.01	659.55	656.74
654.41	651.29	647.43	641.74	637.53	633.83
629.27	624.16	619.05	613.93	609.00	603.85
598.70	593.55	588.39	583.24	578.13	573.01
565.19	557.21	549.37	541.61	534.69	528.74
520.78	513.63	504.40	496.84	489.18	482.30
472.46	462.00	452.31	443.88	434.82	426.28
418.98	412.04	404.59	395.28	387.57	378.88
370.52	360.30	353.83	346.55	337.39	330.32
323.93	317.59	312.43	305.69	301.91	296.33
292.17	287.01	281.60	278.16	274.09	269.31
263.39	259.24	253.13	249.20	245.19	240.77
235.90	232.00	228.35	224.70	221.05	216.11
211.98	208.71	206.38	204.35	200.93	199.29
198.79	198.64	198.26	197.67	197.13	196.54
196.49	196.41	196.41	196.31	198.45	200.81
202.50	204.06	205.57	206.90	208.03	209.27
210.44	211.45	212.50	214.85	216.18	217.34
218.57	219.48	220.21	221.03	222.10	223.19
224.29	225.43	226.50	227.68	228.73	229.97
230.84	231.89	233.15	240.19	248.62	258.03
266.75	276.39	287.09	296.39	307.05	316.85
325.76	334.42	342.77	350.49	357.82	364.48
371.63	377.92	383.80	389.89	395.42	401.04
405.64	411.65	415.72	419.98	425.49	429.23
434.76	441.62	449.17	457.04	466.06	474.10
483.37	492.78	501.79	511.26	520.85	530.42
539.44	547.45	554.84	565.44	574.56	583.28
590.78	597.63	604.11	610.40	615.79	620.75
626.11	630.84	634.62	638.66	642.17	646.15
649.36	652.20	655.41	658.21	661.25	663.09
667.95	673.34	679.58	684.84	690.82	695.86
700.89	705.26	709.27	713.59	717.29	720.23
723.42	727.25	730.03	733.13	735.99	738.82
742.29	744.19	745.70	747.21	748.97	750.98
753.00	755.00	756.00	756.27	757.78	758.13
758.65	757.99	757.50	755.07	753.04	752.26
750.67	748.25	745.77	739.46	734.01	728.66
724.41	719.45	715.45	712.03	707.37	702.56
697.05	689.23	683.09	675.11	669.99	663.40
656.98	647.88	638.88	629.72	621.07	612.11
603.24	595.28	585.70	576.41	567.57	559.22
550.31	542.57	534.11	527.11	519.08	512.90
506.26	500.60	494.24	488.33	483.19	477.65
472.67	468.14	463.08	457.77	451.36	445.32
440.31	435.28	430.49	425.98	422.24	418.56
413.72	409.65	402.32	395.18	389.58	384.09
377.24	372.46	367.09	362.43	357.32	352.81
349.88	348.07	346.59	344.97	344.11	343.77
343.75	343.96	344.30	344.96	345.17	345.68
346.34	348.95	354.18	360.48	366.29	371.95
377.79	381.90	387.32	392.39	395.89	400.93
405.70	410.50	414.50	419.43	425.07	431.50
438.04	444.51	448.55	453.47	458.07	465.75
473.50	480.55	488.56	497.08	504.59	512.83
520.43	528.51	536.19	542.72	549.76	555.41
561.47	567.08	572.46	577.86	582.75	587.40
591.37	595.80	600.43	607.89	616.10	625.36
633.94	642.88	652.15	660.00	669.30	677.60
686.36	693.60	701.16	709.64	716.85	724.18
730.58	736.19	742.87	748.30	753.62	758.29
760.88	763.64	766.09	767.55	770.28	772.60
774.21	776.43	778.05	779.65	781.64	783.22
784.37	785.33	786.73	788.06	789.27	790.30
791.43	792.41	791.96	789.98	787.76	785.03
782.24	779.59	776.84	773.96	771.54	768.25
763.47	757.63	752.09	746.72	741.62	736.37
731.91	727.09	722.76	718.13	714.24	710.28
706.35	702.11	696.17	690.87	683.83	676.89
669.31	661.82	653.84	646.97	639.73	633.59
625.76	617.01	608.93	599.71	591.10	583.06
574.33	565.26	556.09	546.70	537.45	528.22
519.05	510.25	501.24	492.81	484.44	477.30
469.92	462.95	456.60	450.10	444.05	438.09
430.74	423.17	414.76	406.88	398.75	391.54
384.01	376.51	369.75	362.70	356.77	351.11
345.31	339.49	331.56	321.57	312.23	302.77
295.66	288.65	281.75	274.79	268.31	261.91
255.66	249.89	244.36	239.24	235.18	231.68
229.64	228.44	228.54	230.38	232.22	234.07
235.91	238.67	241.21	242.71	247.58	253.76
257.39	261.34	267.26	270.17	273.75	277.36
280.82	283.40	287.56	290.21	293.41	297.13
299.35	301.36	301.47	300.19	297.98	296.00
294.00	291.35	289.14	283.30	279.66	275.58
271.82	266.15	260.20	255.73	250.58	246.59
243.06	239.01	236.16	232.37	228.03	223.66
218.81	214.63	210.73	207.36	203.79	200.29
197.69	194.76	192.79	190.78	188.16	186.00
180.79	177.17	174.84	172.07	169.06	166.80
165.16	163.31	161.48	159.89	158.95	157.18
158.00	159.00	161.00	162.00	169.00	173.33
179.00	186.00	188.83	192.68	198.80	204.27
209.07	213.17	217.52	221.73	225.67	229.60
233.27	236.19	239.36	242.34	244.66	247.09
250.02	252.85	260.31	268.21	275.78	283.33
288.84	295.25	301.23	312.34	323.32	335.66
345.94	355.12	363.97	372.49	380.77	390.40
398.30	405.53	413.60	420.92	428.19	433.99
440.99	447.44	453.29	458.61	463.67	468.46
473.21	477.61	481.94	486.15	490.02	498.33
505.55	512.82	519.78	526.91	532.85	538.81
544.43	549.67	554.86	560.03	564.94	570.59
575.46	581.44	589.30	596.78	604.13	612.05
620.37	628.64	636.34	643.21	648.98	654.89
661.71	667.12	672.66	677.34	682.81	687.49
692.45	697.63	702.43	706.91	710.71	715.58
721.01	724.73	728.51	732.06	735.15	738.68
742.25	744.88	747.27	750.39	754.71	757.42
760.39	762.41	766.29	766.30	766.55	766.55
765.35	764.22	763.52	762.31	761.46	759.17
756.40	753.73	751.29	749.50	747.80	745.22
744.39	744.67	745.44	745.49	747.15	749.18
749.38	750.48	752.39	752.62	752.35	752.54
755.12	757.71	758.98	759.62	762.14	765.03
768.64	771.13	773.51	775.46	775.86	778.25
780.30	779.66	780.45	780.20	781.14	782.55
783.51	783.11	782.17	781.44	780.70	778.88
776.21	773.03	769.03	765.10	761.53	760.18
757.42	754.82	754.41	753.47	752.53	751.74
750.72	749.92	749.05	748.39	748.17	746.62
745.74	743.16	739.83	738.12	736.87	736.50
736.08	735.96	739.00	743.10	749.58	754.75
759.71	765.40	770.04	775.72	781.06	787.10
793.46	799.26	804.91	809.96	814.99	819.46
823.13	826.05	828.14	830.46	833.48	835.20
837.66	840.90	843.20	845.03	847.58	847.97
849.03	848.89	849.39	849.10	849.02	849.96
850.39	850.91	850.73	850.28	850.01	849.77
847.06	843.34	840.25	837.81	835.68	833.57
831.33	830.35	828.79	826.84	823.94	821.91
820.14	818.54	816.31	814.20	811.80	810.53
808.92	807.29	805.52	803.82	802.11	800.88
799.42	798.86	797.68	796.09	794.79	793.50
792.43	791.61	790.45	789.62	789.06	788.45
787.76	787.10	786.17	785.33	784.97	784.07
783.45	782.55	778.29	774.08	770.97	767.87
765.93	762.94	760.13	760.35	761.22	762.69
764.74	766.69	768.76	767.61	766.73	766.51
765.72	767.79	766.95	765.28	763.80	762.05
760.31	758.56	756.47	756.00	748.00	747.00
747.00	746.00	746.35	744.60	742.86	743.05
745.37	748.14	750.91	754.37	755.78	759.28
761.39	763.36	764.83	766.18	767.89	769.78
773.50	776.88	779.56	781.72	784.45	785.35
785.72	785.64	785.19	784.73	784.16	781.61
778.83	776.59	775.97	776.36	775.76	776.59
776.37	776.45	780.51	783.39	786.55	788.34
790.60	796.03	799.89	801.24	803.82	806.10
807.92	810.70	812.70	814.04	815.85	817.01
818.63	819.56	820.80	823.10	825.75	827.98
829.56	831.56	832.83	831.85	829.98	829.25
828.52	827.80	827.07	826.35	825.62	824.89
824.06	823.17	822.77	822.37	819.56	817.19
814.82	813.03	810.26	807.72	805.36	801.10
796.43	794.67	789.98	787.53	786.81	787.68
787.72	785.03	782.26	780.57	779.37	781.66
784.54	784.89	785.87	787.04	786.63	790.77
792.66	793.99	795.30	796.61	797.92	798.00
798.00	798.00	800.00	802.00	804.00	806.00
808.00	809.72	811.03	812.34	814.42	817.10
819.54	822.50	825.28	828.07	830.39	832.33
834.37	836.47	838.52	840.30	843.02	845.20
846.57	848.07	849.67	851.02	851.94	852.83
853.72	854.47	855.06	855.97	856.41	857.04
857.84	858.36	858.97	859.65	860.31	861.03
861.78	862.54	863.10	864.07	864.81	865.57
866.29	867.04	867.64	868.38	868.71	869.03
869.69	870.14	870.48	870.84	871.29	871.61
871.88	872.49	872.78	873.31	873.93	874.27
874.90	875.23	875.86	876.59	877.01	877.74
878.45	878.93	879.41	880.18	880.60	881.06
881.59	883.21	884.93	886.97	888.12	889.52
890.64	892.04	893.42	894.69	895.93	897.59
899.51	900.95	901.64	902.38	902.90	903.29
902.68	900.10	897.32	893.87	890.47	886.98
884.32	881.49	878.12	875.33	872.44	869.25
865.99	863.22	860.64	857.87	855.46	852.74
850.91	848.41	846.06	843.92	841.98	840.09
838.09	835.79	833.94	832.04	830.38	828.68
826.77	825.02	823.58	821.54	819.86	818.58
816.91	815.20	813.60	812.01	809.83	808.58
807.05	804.77	803.28	801.90	800.28	799.45
798.34	797.22	796.75	796.36	796.08	795.45
795.44	795.19	794.92	794.72	795.76	797.30
798.30	799.38	800.58	801.56	802.46	803.40
804.69	806.51	808.28	810.00	811.90	813.18
814.69	816.18	817.43	818.71	818.96	818.60
818.79	818.79	817.31	812.36	807.79	803.27
798.11	793.92	789.55	785.72	782.16	778.90
775.31	771.44	767.18	764.60	758.62	754.09
749.78	746.75	744.68	740.87	738.42	734.77
730.53	724.26	718.96	713.30	708.09	702.47
696.52	691.04	684.01	677.31	670.25	664.31
657.32	651.55	644.89	639.12	633.19	626.69
620.71	614.84	608.34	599.49	590.70	580.39
569.96	559.37	548.42	538.42	528.30	518.66
508.70	499.74	490.46	482.43	475.08	466.75
459.18	451.75	444.85	439.82	433.03	427.75
422.28	417.19	412.59	408.21	403.21	397.43
392.44	388.03	383.17	378.49	373.97	368.40
362.12	356.12	349.63	343.40	338.08	332.65
327.88	323.26	318.23	313.86	310.75	308.25
307.66	307.68	308.79	309.99	311.10	313.19
315.27	316.94	318.43	320.02	321.75	323.39
324.83	326.18	327.04	329.23	332.15	334.29
336.78	340.05	342.65	345.67	349.12	352.87
357.48	362.89	368.66	373.20	377.49	381.72
385.98	389.74	393.51	396.92	400.33	403.74
407.15	410.56	413.97	417.33	419.99	422.60
425.13	427.66	429.84	431.34	433.93	435.80
437.58	438.98	439.08	438.62	438.22	436.44
431.96	427.53	421.64	415.01	408.01	400.82
394.02	386.48	379.77	372.95	366.42	360.98
355.27	348.93	342.93	337.39	331.88	327.06
322.15	317.48	313.43	309.30	306.13	303.95
302.06	300.68	299.40	297.93	296.74	295.17
294.04	293.15	292.16	291.03	289.93	288.85
288.01	287.12	286.17	285.31	284.66	282.66
280.45	279.25	277.40	275.57	274.04	272.82
270.97	269.20	267.59	266.02	264.41	263.18
261.83	260.72	259.69	261.00	262.35	263.00
264.71	266.42	267.77	269.12	271.39	273.83
276.30	278.49	280.36	282.11	283.79	285.13
286.78	288.44	291.34	296.64	301.48	307.91
315.54	323.56	331.62	339.67	347.73	355.78
363.83	371.89	379.94	388.00	396.05	404.11
412.16	420.22	427.83	434.84	442.29	448.67
454.75	460.88	466.08	471.69	476.66	481.22
485.71	489.80	494.01	498.09	503.22	507.89
516.11	524.79	533.43	541.62	549.00	556.06
562.88	569.41	575.51	581.47	587.29	592.57
598.46	604.07	612.23	619.74	627.75	634.59
641.31	648.20	654.73	660.38	666.50	671.42
676.93	683.90	689.95	695.48	700.84	705.39
709.55	713.29	717.42	720.76	724.04	726.21
728.47	730.24	732.02	733.80	735.57	737.35
738.92	741.74	743.79	746.23	749.21	749.87
750.02	751.91	753.97	754.26	754.10	754.50
755.71	756.92	758.50	759.34	761.28	762.18
764.63	767.45	763.06	758.12	753.18	748.53
743.73	740.51	738.80	737.99	738.06	738.81
739.63	740.76	741.81	742.26	743.29	745.01
746.51	748.00	748.00	747.00	751.00	752.67
754.50	756.33	758.17	760.00	761.00	762.00
763.00	764.64	766.03	767.42	770.61	773.04
775.33	777.14	777.90	777.53	776.75	775.23
774.07	772.85	772.06	771.05	767.89	762.71
757.27	751.76	745.70	739.21	732.48	725.17
718.51	711.87	705.53	699.76	693.74	687.63
681.86	676.66	671.44	666.46	661.94	656.69
652.53	647.68	642.69	636.20	629.66	624.16
618.38	613.47	608.69	604.39	600.29	596.47
594.51	596.40	600.26	603.73	607.11	611.84
615.82	618.24	621.97	625.13	628.13	630.78
633.08	636.37	638.04	641.10	643.23	645.51
647.16	649.56	652.50	657.08	661.65	666.47
671.31	674.82	679.22	683.86	689.41	694.90
700.87	705.90	711.04	715.36	719.96	723.58
728.17	732.39	735.09	737.78	740.48	742.86
744.41	746.11	747.97	749.91	750.99	752.01
752.86	753.89	755.32	756.90	759.98	762.66
766.54	769.35	772.43	773.35	775.91	777.15
778.81	780.81	782.19	783.89	786.28	788.98
791.96	795.43	798.20	801.39	804.40	807.56
809.97	812.52	814.56	816.86	819.22	820.69
821.48	822.63	823.47	823.67	823.44	823.28
822.91	822.57	822.30	821.97	821.61	821.39
821.09	820.00	815.98	811.37	806.40	802.04
797.22	793.27	789.29	785.70	781.73	777.94
774.25	771.08	768.12	764.64	761.44	758.32
755.62	752.74	749.74	747.43	744.98	743.67
742.47	741.13	739.45	737.96	736.35	734.96
733.67	732.24	731.11	729.88	728.49	727.28
726.27	725.24	724.15	723.17	721.93	721.56
721.72	721.20	720.49	720.42	720.46	719.95
719.00	720.02	721.73	722.86	724.06	725.32
726.65	727.97	729.27	730.53	731.42	732.40
733.49	733.52	731.01	726.34	721.33	717.58
712.70	709.29	704.87	701.47	698.17	694.18
691.28	686.84	684.70	680.94	678.83	675.24
670.16	662.75	654.46	645.37	636.70	627.88
619.32	612.24	605.46	598.55	593.00	587.40
580.97	574.22	567.37	560.50	552.90	546.65
540.92	534.80	529.58	523.68	518.63	513.59
508.99	504.20	500.17	495.74	491.75	487.84
483.70	480.10	476.59	473.18	468.59	462.74
455.66	449.21	443.22	436.23	429.46	421.47
414.18	405.57	398.31	390.72	383.11	376.45
369.50	362.76	356.52	350.67	344.75	339.61
334.79	329.86	325.36	321.01	316.96	314.27
312.02	310.46	308.79	307.95	307.01	306.48
305.87	305.65	305.38	305.12	305.62	308.46
313.10	319.76	325.91	330.81	336.07	340.86
345.26	349.24	352.51	355.79	359.06	362.33
365.61	367.81	370.72	373.76	376.33	378.39
380.44	381.56	383.41	384.13	384.16	383.64
383.26	382.75	382.67	382.18	381.68	381.57
381.17	380.89	380.60	380.31	380.02	379.74
379.21	378.76	378.36	378.13	377.79	377.45
377.25	377.88	379.17	381.88	384.01	386.19
388.15	390.14	392.71	394.94	396.80	399.54
402.79	406.20	410.96	414.96	418.40	422.14
425.89	430.26	434.52	438.28	441.20	443.77
444.99	444.24	440.90	437.58	433.19	429.14
425.29	421.20	418.45	414.67	411.07	407.84
405.28	402.19	399.01	395.09	393.35	390.65
387.49	385.32	382.60	380.69	378.66	377.51
378.12	379.35	382.36	384.90	387.29	389.36
394.14	399.63	403.37	409.31	414.31	419.02
422.30	425.82	430.46	437.91	442.84	449.53
455.79	462.82	469.72	476.38	485.90	492.80
500.71	509.93	519.19	528.87	536.51	546.01
554.43	561.28	570.19	580.66	588.42	596.63
604.50	611.97	618.25	625.17	632.14	638.63
643.97	649.57	654.67	661.74	666.46	671.67
678.38	684.09	689.74	694.77	698.61	703.02
707.86	711.77	716.02	720.73	725.62	730.85
735.67	739.47	744.35	748.32	752.40	757.04
760.49	764.61	768.43	772.84	774.27	777.48
780.93	783.05	783.79	782.15	779.38	776.32
773.86	771.79	769.88	767.83	766.13	764.06
761.98	760.11	757.60	755.94	754.24	752.48
751.37	750.25	749.40	748.64	747.83	747.14
746.53	746.07	745.37	744.74	744.27	743.88
743.81	745.50	746.52	747.64	749.55	750.44
751.50	752.56	754.09	755.60	756.96	758.34
759.80	761.30	762.42	763.63	764.94	766.14
767.20	768.38	769.60	770.59	771.81	772.88
774.05	775.11	776.29	777.24	778.16	779.10
780.11	781.04	783.59	786.15	788.42	791.02
793.07	796.23	798.78	801.73	805.26	808.26
811.06	813.79	815.41	818.11	819.44	821.55
822.96	824.37	825.58	826.95	828.24	830.81
833.65	835.98	839.23	842.60	845.43	848.15
850.61	853.85	857.85	861.69	865.07	868.66
871.91	875.46	878.50	881.83	885.06	888.26
891.69	894.59	897.23	899.90	902.51	905.01
907.23	908.34	909.33	910.63	910.99	910.47
910.06	909.80	908.97	907.76	906.69	905.31
903.20	901.74	900.16	898.29	895.82	893.75
891.83	888.61	884.99	881.53	878.52	876.48
873.73	871.44	868.91	867.24	865.36	863.45
860.98	859.36	857.86	856.51	854.64	852.77
852.17	850.77	848.75	846.62	844.99	843.04
840.42	837.61	835.35	833.73	831.17	827.22
823.40	820.11	817.29	814.13	811.17	807.97
805.32	802.77	800.09	797.87	796.09	794.11
791.97	790.26	788.35	785.71	781.28	776.16
770.65	766.75	761.80	755.21	750.50	746.84
743.21	741.72	742.55	743.43	744.87	746.32
747.76	749.21	750.69	752.16	753.64	755.12
757.49	759.04	761.46	761.73	764.00	767.00
769.57	772.35	773.73	774.68	776.69	776.99
777.26	777.14	775.92	773.73	771.99	770.53
769.24	767.34	767.81	768.86	767.67	765.31
